"truck_id","valid_from","calibration_id","config","device_imei","drum_volume","extra_info","foo","gearbox_ratio","imsi","motor_displacement_cm3","port_a_offset_volts","port_b_offset_volts","pressure_sensor_offset_volts","pressure_sensor_range_bar","pressure_sensor_range_volts","project","registration","rmc_provider","serial_no","vin"
"406","2024-12-02 16:52:56.562","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320153338","","","bar","","","","","","","","","","RA19OCF","Cemex","20300430","null"
"82","2024-12-02 16:08:39.190","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631759439","","","","","","","","","","","","","KS17TGZ","Cemex","20300612","null"
"205","2024-12-02 16:19:25.654","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320115717","8","","bar","120.3","","89.1","","","","","","","KX67RCV","Cemex","20300155",""
"270","2024-12-02 13:56:49.059","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206105985477","8","","bar","120.3","","89.1","","","","","","","DP70SUA","Cemex","20300209",""
"206","2024-12-02 16:07:06.589","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""forwards""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320172304","8","","bar","120.3","","89.1","","","","","","","EP17FKS","Cemex","20300165",""
"428","2024-12-02 13:48:25.710","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""131""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320208629","","","","","","","","","","","","","RK22FNH","Cemex","20300407","null"
"191","2024-12-02 17:01:35.520","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320262311","8","","bar","120.3","","89.1","","","","","","","RX66MLN","Cemex","20300138",""
"425","2024-12-11 09:14:18.341","","{""charging_direction"":{""S"":""counter_clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""Liebherr\\\"", \\\""model\\\"": \\\""HTM 704 FL\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""6""},""is_charging_clockwise"":{""BOOL"":false},""gearbox_ratio"":{""N"":""141""},""hydraulic_motor_displacement_cc"":{""N"":""56""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320298182","","","","","","","","","","","","","T003","Holcim","20300160","null"
"398","2024-11-15 11:29:56.719","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":true},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""Consistence measurements are available for slump mixes only on 6m3 trucks""},""misc"":{""S"":""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""6""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""98.4""},""hydraulic_motor_displacement_cc"":{""N"":""75""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206105988778","","","","","","","","","","","","","LT08UVZ","CloudCycle","20300251","null"
"516","2025-01-24 18:07:02.425","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""Stetter\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""7.8""},""hydraulic_motor_displacement_cc"":{""N"":""1340""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631599637","","","","","","","","","","","","","WU19HZV","London-Concrete","20300495","null"
"232","2024-12-02 17:02:00.960","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320172395","8","","bar","120.3","","89.1","","","","","","","RX66MLU","Cemex","20300174",""
"534","2025-02-10 11:52:57.962","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":true},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""Consistence measurements will be enabled after validation testing has been completed""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320113092","","","","","","","","","","","","","NX24RWO","London-Concrete","20300574","null"
"504","2024-12-02 16:53:34.082","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":false},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","355939982575623","","","","","","","","","","","","","RE66BAU","Cemex","20300621","null"
"253","2024-12-03 09:12:44.311","","{""charging_direction"":{""S"":""counter_clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""rear""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""RY1300\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""12""},""is_charging_clockwise"":{""BOOL"":false},""gearbox_ratio"":{""N"":""120""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631513539","12","","bar","120","","90","","","","","","","GH971AW","Holcim","20300248",""
"166","2024-12-02 13:31:01.466","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320262881","8","","bar","120.3","","89.1","","","","","","","KX18KHR","Cemex","20300187",""
"298","2024-12-03 09:02:25.010","","{""charging_direction"":{""S"":""counter_clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 10\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""10""},""is_charging_clockwise"":{""BOOL"":false},""gearbox_ratio"":{""N"":""131""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206105980213","10","","bar","131","","90","0.21802","0.224483333","0.5","500","4","","T011","Holcim","20300258","null"
"233","2024-12-02 16:11:08.770","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320172353","8","","bar","120.3","","90","","","","","","","KS73LWK","Cemex","20300176",""
"472","2024-12-02 13:55:18.237","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631598530","","","","","","","","","","","","","KW23OAO","Cemex","20300484","null"
"482","2024-12-02 16:01:24.287","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""6 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""6""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""98.9""},""hydraulic_motor_displacement_cc"":{""N"":""75""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","355939982565905","","","","","","","","","","","","","T16TLH","Cemex","20300631","null"
"297","2024-12-03 09:03:59.471","","{""charging_direction"":{""S"":""counter_clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""rear""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""Liebherr\\\"", \\\""model\\\"": \\\""HTM 1005 STANDARD\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""10""},""is_charging_clockwise"":{""BOOL"":false},""gearbox_ratio"":{""N"":""135.3""},""hydraulic_motor_displacement_cc"":{""N"":""80""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206105979728","10","","bar","135.3","","80","0.21802","0.224483333","0.5","500","4","","T044","Holcim","20300243","null"
